Issue key,Issue id,Parent id,Custom field (Epic Link),Status,Custom field (Execution Status),Work Ratio,Due Date,Summary,Original Estimate,Time Spent,Assignee,Custom field (Budget),Custom field (Product),Sprint,Sprint,Creator,Custom field (Teams),Custom field (Teams)
CPB-1180,64402,,,Closed,,100%,29/02/2024 00:00,Vue3 - Dashboard layout and switcher,57600,57600,nerias,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,duduz,Dev,
CPB-1177,64200,,CPB-1170,Closed,,100%,20/02/2024 00:00,fix acc2names,144000,144000,liorr,P279 - CPB projects Computational (CPB),CPB,2/1/24,,gala,Bio-Info,
CPB-1176,63900,,CPB-1263,Closed,,80%,29/02/2024 00:00,metabacum optimization,144000,115200,noama,P279 - CPB projects Computational (CPB),CPB,2/1/24,,gala,Dev,
CPB-1175,63802,,CPB-1263,Closed,,45%,29/02/2024 00:00,Dev support (Noam) - Feb,86400,39600,noama,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,duduz,Dev,
CPB-1174,63617,,CPB-1263,Closed,,108%,29/02/2024 00:00,Dev support (Dudu)  - Feb,86400,93600,duduz,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,duduz,Dev,
CPB-1172,63605,,CPB-1263,Closed,,100%,15/02/2024 00:00,BACUM statistics,115200,115200,liorr,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,gala,Bio-Info,
CPB-1171,63604,,CPB-1170,Closed,,100%,29/02/2024 00:00,Planning the project,86400,86400,iliab,P279 - CPB projects Computational (CPB),CPB,2/1/24,,gala,Bio-Info,
CPB-1169,63602,,CPB-1263,Closed,,100%,25/02/2024 00:00,EvoCog on the fly - support- 1500 Lavie isolates,86400,86400,iliab,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,gala,Bio-Info,
CPB-1166,63309,,CPB-1331,Closed,,100%,23/01/2024 00:00,Vue3 - global CSS,28800,28800,nerias,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,duduz,Dev,
CPB-1165,63308,,CPB-1357,Closed,,75%,13/02/2024 00:00,Vue3 - Verify authentication process,115200,86400,nerias,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,duduz,Dev,
CPB-1164,63307,,CPB-1331,Closed,,100%,07/02/2024 00:00,Vue3 - Install Global state management (pinia or Vuex),57600,57600,nerias,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,duduz,Dev,
CPB-1163,63306,,CPB-1331,Closed,,100%,25/01/2024 00:00,Vue3 - Install Vuetify,28800,28800,nerias,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,duduz,Dev,
CPB-1162,63305,,CPB-1331,Closed,,100%,17/01/2024 00:00,Vue3 - Install axios and verify autentication,28800,28800,nerias,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,duduz,Dev,
CPB-1161,63304,,CPB-1331,Closed,,100%,31/01/2024 00:00,Vue3 - Create new NUXT3 project,28800,28800,nerias,P271 - CPB Upkeep Computational (CPB),CPB,1/1/24,,duduz,Dev,
CPB-1160,63303,,CPB-1263,Closed,,114%,26/02/2024 00:00,EvoCog on the fly - 1500 Lavie isolates,201600,230400,itair,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,Iliaz,Algo,
CPB-1159,63212,,CPB-1253,Closed,,87%,08/04/2024 00:00,PhaseDB manipulation scripts,115200,100800,itair,P279 - CPB projects Computational (CPB),ChemPass,3/1/24,,robertoo,Algo,
CPB-1158,63211,,CPB-1253,Closed,,100%,29/02/2024 00:00,PhaseDB creation scripts,86400,86400,itair,P279 - CPB projects Computational (CPB),ChemPass,2/1/24,,robertoo,Algo,
CPB-1157,63210,,CPB-1249,Closed,,25%,31/03/2024 00:00,Join preparation results for different vendors,57600,14400,robertoo,P279 - CPB projects Computational (CPB),ChemPass,3/1/24,,robertoo,Algo,
CPB-1156,63209,,CPB-1249,Closed,,133%,19/03/2024 00:00,Compare processed catalog to DB files,86400,115200,itair,P279 - CPB projects Computational (CPB),ChemPass,3/1/24,,robertoo,Algo,
CPB-1155,63208,,CPB-1249,Closed,,100%,21/03/2024 00:00,Check preparation DAG,57600,57600,robertoo,P279 - CPB projects Computational (CPB),ChemPass,3/1/24,,robertoo,Algo,
CPB-1154,63207,,CPB-1249,Closed,,67%,29/02/2024 00:00,Process and QA catalog data from vendors,187200,126000,robertoo,P279 - CPB projects Computational (CPB),ChemPass,2/1/24,,robertoo,Algo,
CPB-1153,63206,,CPB-1252,Closed,,75%,29/02/2024 00:00,"determine the optimal data structure to keep the files (e.g. chunks by EVX, catalogs by vendors, chunk sizes, relevant file contents)",115200,86400,robertoo,P279 - CPB projects Computational (CPB),ChemPass,2/1/24,,robertoo,Algo,
CPB-1152,63205,,CPB-1263,Closed,,108%,31/01/2024 00:00,Dev support (Dudu)  - Jan,86400,93600,duduz,P271 - CPB Upkeep Computational (CPB),CPB,1/1/24,,duduz,Dev,
CPB-1151,63204,,CPB-1252,Closed,,95%,29/02/2024 00:00,Download the full data from ORACLE,86400,82800,hodayam,P279 - CPB projects Computational (CPB),ChemPass,2/1/24,,robertoo,Dev,
CPB-1150,63203,,CPB-1250,Closed,,,29/02/2024 00:00,Build the ELK infrastructure for chemover,,,vladz,P279 - CPB projects Computational (CPB),ChemPass,3/1/24,,robertoo,Architect,DevOps
CPB-1149,63202,,CPB-1250,Closed,,97%,12/02/2024 00:00,POC - design data structure for ELK,144000,140400,hodayam,P279 - CPB projects Computational (CPB),ChemPass,2/1/24,,robertoo,Dev,
CPB-1145,62500,,CPB-1263,Closed,,91%,22/02/2024 00:00,Fix taxa API,86400,79200,noama,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,gala,Dev,
CPB-1144,62404,,CPB-1263,Closed,,9223372036854770000%,31/01/2024 00:00,remove productions from DB,0,3600,duduz,P279 - CPB projects Computational (CPB),CPB,1/1/24,,gala,Dev,
CPB-1143,62202,,CPB-1250,Closed,,3%,28/02/2024 00:00,ChemDB update - Oracle alternatives POC - FEB,288000,10800,hodayam,P279 - CPB projects Computational (CPB),CPB,2/1/24,,drorf,Dev,
CPB-1142,62003,,CPB-1263,Closed,,62%,14/01/2024 00:00,BAM files are not shown in IGV,28800,18000,hodayam,P279 - CPB projects Computational (CPB),CPB,1/1/24,,gala,Dev,
CPB-1141,61001,,CPB-1263,Closed,,14%,30/01/2024 00:00,Cleaning intermediate files- Jan,100800,14400,liorr,P279 - CPB projects Computational (CPB),CPB,1/1/24,,gala,Bio-Info,
CPB-1139,60910,,CPB-1263,Closed,,100%,01/02/2024 00:00,MetaBacum loader adjustments for large tables,144000,144000,noama,P279 - CPB projects Computational (CPB),CPB,1/1/24,,Iliaz,Dev,
CPB-1134,60842,,CPB-1250,Closed,,94%,31/01/2024 00:00,ChemDB update - Oracle alternatives POC,201600,190800,hodayam,P279 - CPB projects Computational (CPB),CPB,1/1/24,,duduz,Dev,
CPB-1133,60821,,CPB-1356,Closed,,91%,31/12/2023 00:00,Vue3 -Prepare kick-off,86400,79200,nerias,P279 - CPB projects Computational (CPB),CPB,1/1/24,,duduz,Dev,
CPB-1132,60820,,CPB-1263,Closed,,100%,31/01/2024 00:00,Move Savanna script to Airflow,144000,144000,noama,P271 - CPB Upkeep Computational (CPB),CPB,1/1/24,,duduz,Dev,
COL-64,66963,,COL-44,Closed,As Planned,100%,30/06/2024 00:00,BI support for dev - IGV,57600,57600,michala,P290 - Colors (Product),Generator,6/1/24,,naamag,Bio-Info,
COL-63,66962,,,Closed,As Planned,100%,31/07/2024 00:00,Evoguide interface per company,28800,28800,duduz,P290 - Colors (Product),Generator,6/1/24,,naamag,Dev,
COL-62,66894,,,Closed,As Planned,50%,08/06/2024 00:00,fix json file in evoguide,57600,28800,anatm,P290 - Colors (Product),Generator,6/1/24,,gala,Algo,
COL-61,66892,,COL-8,Closed,As Planned,83%,31/08/2024 00:00,index the primers in the indexing DAG of evoguide,86400,72000,michala,P290 - Colors (Product),Generator,8/1/24,,gala,Bio-Info,
COL-60,66891,,,Closed,As Planned,66%,08/08/2024 00:00,Fix primers indexing in evoguide,86400,57600,anatm,P290 - Colors (Product),Generator,8/1/24,,gala,Algo,
COL-59,66879,,,Closed,As Planned,,08/06/2024 00:00,Upload vannamei new genome- June,,14400,gala,P290 - Colors (Product),Generator,6/1/24,,gala,Bio-Info,
COL-58,66873,,,Closed,As Planned,10%,30/06/2024 00:00,Planning guide design for user supplied sequences,144000,14400,michala,P290 - Colors (Product),Generator,6/1/24,,naamag,Bio-Info,
COL-56,66846,,COL-53,Closed,As Planned,0%,29/08/2024 00:00,Algo supprot for COL-55,57600,,anatm,P290 - Colors (Product),Generator,8/1/24,,naamag,Algo,
COL-52,66795,,,Closed,As Planned,,08/06/2024 00:00,"SNPs detection in cofilin, vannamei",,86400,gala,P290 - Colors (Product),Generator,5/1/24,,naamag,Bio-Info,
COL-51,66794,,,Closed,As Planned,,08/06/2024 00:00,Upload vannamei new genome,,57600,gala,P290 - Colors (Product),Generator,5/1/24,,naamag,Bio-Info,
COL-50,66760,,COL-47,Closed,As Planned,66%,14/05/2024 00:00,Blast for Macrobrachium,86400,57600,michala,P290 - Colors (Product),Generator,5/1/24,,gala,Bio-Info,
COL-49,66630,,COL-47,Closed,As Planned,50%,14/05/2024 00:00,SNP detection for Macrobrachium,86400,43200,michala,P290 - Colors (Product),Generator,5/1/24,,naamag,Bio-Info,
COL-48,66629,,COL-47,Closed,As Planned,100%,31/05/2024 00:00,Upload Macrobrachium genome and SNPs,86400,86400,michala,P290 - Colors (Product),Generator,4/1/24,,naamag,Bio-Info,
COL-46,66616,,COL-44,Closed,As Planned,80%,06/06/2024 00:00,Evoguide IGV viewer - UI,144000,115200,noama,P290 - Colors (Product),Generator,6/1/24,,naamag,Dev,
COL-45,66604,,COL-44,Closed,As Planned,100%,30/06/2024 00:00,Evoguide IGV viewer-BI,144000,144000,michala,P290 - Colors (Product),Generator,4/1/24,,naamag,Bio-Info,
COL-43,65603,,COL-8,Closed,,100%,29/02/2024 00:00,COLORS- support,28800,28800,anatm,P290 - Colors (Product),Generator,2/1/24,,gala,Algo,
COL-42,65601,,,Closed,,100%,05/03/2024 00:00,Implementing plymorphism filtering in evoguide- Mar,57600,57600,michala,P290 - Colors (Product),Generator,3/1/24,,gala,Bio-Info,
COL-41,65305,,COL-8,Closed,,100%,31/01/2024 00:00,gRNA desgin - Rosenbergii,14400,14400,gala,P290 - Colors (Product),Generator,2/1/24,,gala,Bio-Info,
COL-40,65200,,COL-8,Closed,,100%,29/02/2024 00:00,Implementing plymorphism filtering in evoguide- Feb,57600,57600,michala,P290 - Colors (Product),Generator,2/1/24,,gala,Bio-Info,
COL-39,63609,,COL-8,Closed,,100%,22/02/2024 00:00,Adding polymorphism to evoguide- planning,57600,57600,michala,P290 - Colors (Product),Generator,2/1/24,,gala,Bio-Info,
COL-38,63608,,COL-8,Closed,,100%,29/02/2024 00:00,VCF vanammei,57600,57600,gala,P290 - Colors (Product),Generator,2/1/24,,gala,Bio-Info,
COL-37,62606,,COL-8,Closed,,100%,31/01/2024 00:00,gRNA desgin - Vannamei- cofilin,28800,28800,gala,P290 - Colors (Product),Generator,1/1/24,,gala,Bio-Info,
COL-36,62300,,COL-8,Closed,,50%,31/01/2024 00:00,gRNA desgin - Rosenbergii,28800,14400,gala,P290 - Colors (Product),Generator,1/1/24,,gala,Bio-Info,
COL-35,61204,,COL-8,Closed,,100%,31/01/2024 00:00,evo_crispr QA- Jan- Algo,86400,86400,anatm,P290 - Colors (Product),Generator,1/1/24,,gala,Algo,
COL-34,61203,,COL-8,Closed,,100%,31/01/2024 00:00,evo_crispr QA- Jan,86400,86400,gala,P290 - Colors (Product),Generator,1/1/24,,gala,Bio-Info,
COL-32,61002,,COL-8,Closed,,100%,04/01/2024 00:00,fasta indexing-Jan,86400,86400,michala,P290 - Colors (Product),Generator,1/1/24,,gala,Bio-Info,
COL-27,60642,,COL-8,Closed,,100%,31/01/2024 00:00,DAG- add new genome,86400,86400,michala,P290 - Colors (Product),Generator,1/1/24,,gala,Bio-Info,
CHEM-1027,67337,,CHEM-934,Closed,As Planned,100%,29/08/2024 00:00,Active Search / Bioisosteres Generation Tab - add an option for filtering,28800,28800,noama,P264 - Product-CP (Chempass),ChemPass,8/1/24,,hamutal.e,Dev,
CHEM-1026,67317,,CHEM-934,Closed,As Planned,100%,29/08/2024 00:00,Pareto - adjust data to plot,28800,28800,anatm,P264 - Product-CP (Chempass),ChemPass,8/1/24,,hamutal.e,Algo,
CHEM-1025,67316,,CHEM-936,Closed,As Planned,,08/08/2024 00:00,PointHit fails when a FD subjob returns zero molecules,,14400,robertoo,P274 - Product- Upkeep ChemPass ,ChemPass,8/1/24,,hamutal.e,Algo,
CHEM-1024,67245,,CHEM-1022,Closed,As Planned,,29/08/2024 00:00,Drug Likeliness - Cloned,,,boazm,P264 - Product-CP (Chempass),ChemPass,8/1/24,,hamutal.e,Product,
CHEM-1023,67244,,CHEM-1022,Closed,As Planned,,29/08/2024 00:00,ADME/T calculation - Cloned,,,boazm,P264 - Product-CP (Chempass),ChemPass,8/1/24,,hamutal.e,Product,
CHEM-1021,67240,,CHEM-926,Closed,As Planned,75%,31/07/2024 00:00,CLONE - De novo design - constraints & fine tuning .Jul24,345600,259200,anatm,P285 - Ag Plenus,ChemPass,7/1/24,,anatm,Algo,
CHEM-1020,67235,,CHEM-936,Closed,As Planned,0%,29/08/2024 00:00,Virtual Libraries download - Cloned,144000,,hamutal.e,P274 - Product- Upkeep ChemPass ,ChemPass,8/1/24,,hamutal.e,Product,
CHEM-1019,67233,,CHEM-1001,Closed,As Planned,0%,29/08/2024 00:00,ChemPassGPT on GCP .PRD .Aug24 .Cloned,115200,,hamutal.e,P264 - Product-CP (Chempass),ChemPass,8/1/24,,hamutal.e,Product,
CHEM-1018,67232,,CHEM-928,Closed,As Planned,0%,29/08/2024 00:00,Active Learning .PRD .Cloned,57600,,hamutal.e,P285 - Ag Plenus,ChemPass,8/1/24,,hamutal.e,Product,
CHEM-1017,67231,,CHEM-926,Closed,As Planned,0%,29/08/2024 00:00,De novo design - constraints & fine tuning.PRD .Aug24 .Cloned,57600,,hamutal.e,P285 - Ag Plenus,ChemPass,8/1/24,,hamutal.e,Product,
CHEM-1016,67230,,CHEM-928,Closed,As Planned,50%,29/08/2024 00:00,Active Learning - CLONED,28800,14400,robertoo,P285 - Ag Plenus,ChemPass,8/1/24,,hamutal.e,Algo,
CHEM-1015,67229,,CHEM-1001,Closed,As Planned,,15/08/2024 00:00,ChemPassGPT on GCP -Roberto .Aug24 - CLONED,,,robertoo,P264 - Product-CP (Chempass),ChemPass,8/1/24,,hamutal.e,Algo,
CHEM-1014,67228,,CHEM-1001,Closed,As Planned,,29/08/2024 00:00,ChemPassGPT on GCP .Aug24 - CLONED,,,anatm,P264 - Product-CP (Chempass),ChemPass,8/1/24,,hamutal.e,Algo,
CHEM-1013,67227,,CHEM-926,Closed,As Planned,50%,29/08/2024 00:00,De novo design - constraints & fine tuning .Aug24,144000,72000,anatm,P285 - Ag Plenus,ChemPass,8/1/24,,hamutal.e,Algo,
CHEM-1012,67200,,CHEM-927,Closed,As Planned,7%,29/08/2024 00:00,Target Selector: before running the herbicide add crops as reference species,201600,14400,markb,P264 - Product-CP (Chempass),ChemPass,8/1/24,,boazm,Bio-Info,
CHEM-1010,67158,,CHEM-927,Closed,As Planned,165%,31/07/2024 00:00,Target Selector - allowing the run of alignment programs supporting Target Selector progress,288000,475260,markb,P264 - Product-CP (Chempass),ChemPass,7/1/24,,boazm,Bio-Info,
CHEM-1009,67138,,CHEM-926,Closed,As Planned,125%,16/07/2024 00:00,De novo design - constraints & fine tuning .Jul24,115200,144000,anatm,P285 - Ag Plenus,ChemPass,7/1/24,,hamutal.e,Algo,
CHEM-1008,67136,,CHEM-927,Closed,As Planned,66%,08/07/2024 00:00,Target Selector - fixing the SMILES of Ligands from the PDB,86400,57660,markb,P264 - Product-CP (Chempass),ChemPass,7/1/24,,boazm,Bio-Info,
CHEM-1007,67119,,CHEM-928,Closed,As Planned,0%,31/07/2024 00:00,QSAR - optimization based on experimental results .Jul24,86400,360,robertoo,P285 - Ag Plenus,ChemPass,7/1/24,,hamutal.e,Algo,
CHEM-1006,67118,,CHEM-928,Closed,As Planned,37%,31/07/2024 00:00,QSAR - optimization based on experimental results .PRD .Jul24,115200,43200,hamutal.e,P285 - Ag Plenus,ChemPass,7/1/24,,hamutal.e,Product,
CHEM-1005,67117,,CHEM-936,Closed,As Planned,100%,04/07/2024 00:00,Download DB for CHEMUNITY update .Jul24,57600,57600,hamutal.e,P274 - Product- Upkeep ChemPass ,ChemPass,7/1/24,,hamutal.e,Product,
CHEM-1004,67116,,CHEM-1001,Closed,As Planned,33%,11/07/2024 00:00,POC / ChemPassGPT on GCP .Jul24,86400,28800,anatm,P264 - Product-CP (Chempass),ChemPass,7/1/24,,hamutal.e,Algo,
CHEM-1003,67044,,CHEM-936,Closed,As Planned,,25/06/2024 00:00,Clustering by interactions fail for Job ID1718195659856 and cluster_molecules_1718196115561,,18000,robertoo,P274 - Product- Upkeep ChemPass ,ChemPass,6/1/24,,hamutal.e,Algo,
CHEM-1002,66976,,CHEM-1001,Closed,As Planned,,24/06/2024 00:00,POC / ChemPassGPT on GCP,,28800,robertoo,P264 - Product-CP (Chempass),ChemPass,6/1/24,,hamutal.e,Algo,
CHEM-1000,66937,,CHEM-927,Closed,As Planned,312%,19/06/2024 00:00,Target Selector- Gap closing - JUN,86400,270240,markb,P264 - Product-CP (Chempass),ChemPass,6/1/24,,drorf,Bio-Info,
CHEM-999,66907,,CHEM-927,Closed,As Planned,125%,30/06/2024 00:00,Target Selector - documentation ,115200,144000,markb,P264 - Product-CP (Chempass),ChemPass,6/1/24,,boazm,Bio-Info,
CHEM-998,66883,,CHEM-936,Closed,As Planned,80%,13/06/2024 00:00,Download DB for CHEMUNITY update .Jun24,144000,115200,hamutal.e,P274 - Product- Upkeep ChemPass ,ChemPass,6/1/24,,hamutal.e,Product,
CHEM-997,66862,,CHEM-926,Closed,As Planned,175%,02/06/2024 00:00,Presentation for Google / Foundation Model,14400,25200,robertoo,P285 - Ag Plenus,ChemPass,6/1/24,,hamutal.e,Algo,
CHEM-996,66826,,CHEM-928,Closed,As Planned,50%,30/06/2024 00:00,QSAR - optimization based on experimental results .PRD .Jun24,115200,57600,hamutal.e,P285 - Ag Plenus,ChemPass,6/1/24,,hamutal.e,Product,
CHEM-995,66825,,CHEM-928,Closed,As Planned,100%,31/05/2024 00:00,QSAR - optimization based on experimental results .PRD,86400,86400,hamutal.e,P285 - Ag Plenus,ChemPass,5/1/24,,hamutal.e,Product,
CHEM-994,66823,,CHEM-934,Closed,As Planned,25%,30/06/2024 00:00,'Interaction filter' weight parameter,28800,7200,noama,P264 - Product-CP (Chempass),ChemPass,5/1/24,,hamutal.e,Dev,
CHEM-993,66820,,CHEM-936,Closed,As Planned,40%,31/05/2024 00:00,Download DB for CHEMUNITY update,144000,57600,hamutal.e,P274 - Product- Upkeep ChemPass ,ChemPass,5/1/24,,hamutal.e,Product,
CHEM-992,66818,,CHEM-931,Closed,As Planned,100%,06/06/2024 00:00,Generate Json output file in Pareto,14400,14400,anatm,P264 - Product-CP (Chempass),ChemPass,6/1/24,,hamutal.e,Algo,
CHEM-991,66813,,CHEM-926,Closed,As Planned,166%,30/06/2024 00:00,De novo design - constraints & fine tuning .Jun24,86400,144000,anatm,P285 - Ag Plenus,ChemPass,6/1/24,,hamutal.e,Algo,
CHEM-990,66812,,CHEM-931,Closed,,80%,30/06/2024 00:00,Demo-oriented apps design / Pareto .Jun24,144000,115200,noama,P264 - Product-CP (Chempass),ChemPass,7/1/24,,hamutal.e,Dev,
CHEM-988,66791,,CHEM-936,Closed,As Planned,,30/05/2024 00:00,vendor availability failed for a large input file,,10800,robertoo,P274 - Product- Upkeep ChemPass ,ChemPass,5/1/24,,hamutal.e,Algo,
CHEM-987,66753,,CHEM-927,Closed,As Planned,39%,30/06/2024 00:00,CLONE - Target Selector- UI ,201600,79200,noama,P264 - Product-CP (Chempass),ChemPass,6/1/24,,boazm,Dev,
CHEM-986,66715,,CHEM-934,Closed,As Planned,50%,05/05/2024 00:00,An app for weighted sum - May2024 ,201600,100800,anatm,P264 - Product-CP (Chempass),ChemPass,4/1/24,5/1/24,robertoo,Algo,
CHEM-985,66694,,CHEM-934,Closed,As Planned,100%,09/05/2024 00:00,weighted sum,14400,14400,hamutal.e,P264 - Product-CP (Chempass),ChemPass,5/1/24,,hamutal.e,Product,
CHEM-984,66693,,CHEM-934,Closed,As Planned,6%,04/04/2024 00:00,Molecule's identifiers in Pareto - QA,115200,7200,hamutal.e,P264 - Product-CP (Chempass),ChemPass,5/1/24,,hamutal.e,Product,
CHEM-982,66691,,CHEM-926,Closed,As Planned,200%,27/05/2024 00:00,De novo design - constraints & fine tuning ,144000,288000,anatm,P285 - Ag Plenus,ChemPass,5/1/24,,hamutal.e,Algo,
CHEM-981,66672,,CHEM-927,Closed,As Planned,25%,29/05/2024 00:00,"Target Selector: Presenting sequence aliment with EVOLVE, DEV side ",28800,7200,duduz,P264 - Product-CP (Chempass),ChemPass,5/1/24,,boazm,Dev,
CHEM-980,66671,,CHEM-927,Closed,As Planned,0%,30/06/2024 00:00,"Target Selector: Presenting sequence aliment with EVOLVE, BI side ",86400,,markb,P264 - Product-CP (Chempass),ChemPass,6/1/24,,boazm,Bio-Info,
CHEM-979,66667,,CHEM-927,Closed,As Planned,62%,22/05/2024 00:00,Target Selector- Gap closing,230400,144000,markb,P264 - Product-CP (Chempass),ChemPass,5/1/24,,boazm,Bio-Info,
CHEM-978,66651,,CHEM-934,Closed,Delay - Effort,100%,12/05/2024 00:00,UI for the weighted sum application - May,57600,57600,noama,P264 - Product-CP (Chempass),ChemPass,5/1/24,,duduz,Dev,
CHEM-977,66645,,CHEM-927,Closed,As Planned,157%,22/05/2024 00:00,Target Selector - Run two species,144000,226800,markb,P264 - Product-CP (Chempass),ChemPass,5/1/24,,boazm,Bio-Info,
CHEM-976,66646,,CHEM-928,Closed,As Planned,,31/05/2024 00:00,QSAR - Feature Effect Analysis,,,robertoo,P285 - Ag Plenus,ChemPass,5/1/24,,hamutal.e,Algo,
CHEM-975,66644,,CHEM-931,Closed,,0%,31/05/2024 00:00,Demo-oriented apps design,28800,,duduz,P264 - Product-CP (Chempass),ChemPass,5/1/24,,hamutal.e,Dev,
CHEM-974,66620,,CHEM-926,Closed,As Planned,212%,17/04/2024 00:00,De novo design - fine tuning - summary and discussion,115200,244800,anatm,P264 - Product-CP (Chempass),ChemPass,4/1/24,,robertoo,Algo,
CHEM-973,66613,,CHEM-936,Closed,As Planned,,16/04/2024 00:00,Error in Chemspace DB,,28800,robertoo,P274 - Product- Upkeep ChemPass ,ChemPass,4/1/24,,hamutal.e,Algo,
CHEM-972,66608,,CHEM-934,Closed,As Planned,25%,01/05/2024 00:00,Change maximum number of optional fronts in Pareto,14400,3600,hodayam,P264 - Product-CP (Chempass),ChemPass,5/1/24,,hamutal.e,Dev,
CHEM-971,66554,,CHEM-927,Closed,As Planned,0%,30/04/2024 00:00,CLONE - Target Selector: Summing-up scores and ML prediction,201600,,boazm,P264 - Product-CP (Chempass),ChemPass,4/1/24,,boazm,Product,
CHEM-970,66537,,CHEM-926,Closed,,120%,31/03/2024 00:00,De novo design - fine tuning - apply on APTH12 old run - Results & Discussion ,144000,172800,anatm,P264 - Product-CP (Chempass),ChemPass,3/1/24,,hamutal.e,Algo,
CHEM-968,66473,,CHEM-936,Closed,,0%,31/03/2024 00:00,Interaction Filter in ChemPass sends  completion e-mail before the job is finished ,14400,0,noama,P274 - Product- Upkeep ChemPass ,ChemPass,3/1/24,,boazm,Dev,
CHEM-967,66471,65901,,Closed,,0%,14/06/2024 00:00,Shahaf test 8 - to be deleted,968400,,drorf,P000 - Out Of Office,AgSeed,5/1/24,,shahaftz,Algo,
CHEM-966,66470,65901,,Closed,,0%,30/04/2024 00:00,Shahaf test 7 - to be deleted,370800,,drorf,P000 - Out Of Office,AgSeed,5/1/24,,shahaftz,Algo,
CHEM-965,66469,65901,,Closed,,0%,24/07/2024 00:00,Shahaf test 6 - to be deleted,2314800,,drorf,P000 - Out Of Office,AgSeed,5/1/24,,shahaftz,Algo,
CHEM-964,66468,65901,,Closed,,0%,10/08/2023 00:00,Shahaf test 5 - to be deleted,3139200,,drorf,P000 - Out Of Office,AgSeed,5/1/24,,shahaftz,Algo,
CHEM-963,66453,65901,,Closed,,0%,14/06/2024 00:00,Shahaf test 4 - to be deleted,925200,,drorf,P000 - Out Of Office,AgSeed,5/1/24,,shahaftz,Algo,
CHEM-962,66448,,CHEM-927,Closed,As Planned,25%,15/05/2024 00:00,Target Selector- UI ,28800,7200,duduz,P264 - Product-CP (Chempass),ChemPass,5/1/24,,boazm,Dev,
CHEM-961,66447,,CHEM-927,Closed,As Planned,,30/04/2024 00:00,Target Selector- Final touch & Gap analysis,,,boazm,P264 - Product-CP (Chempass),ChemPass,5/1/24,,boazm,Bio-Info,
CHEM-960,66441,,CHEM-934,Closed,Delay - Effort,30%,30/04/2024 00:00,UI for the weighted sum application,144000,43200,noama,P264 - Product-CP (Chempass),ChemPass,4/1/24,,hamutal.e,Dev,
CHEM-959,66439,,CHEM-934,Closed,As Planned,100%,18/04/2024 00:00,An app for weighted sum ,115200,115200,anatm,P264 - Product-CP (Chempass),ChemPass,4/1/24,,hamutal.e,Algo,
CHEM-958,66436,,CHEM-936,Closed,As Planned,0%,11/04/2024 00:00,Novelty threshold,28800,,duduz,P274 - Product- Upkeep ChemPass ,ChemPass,4/1/24,,hamutal.e,Dev,
CHEM-957,66432,,CHEM-926,Closed,As Planned,25%,09/04/2024 00:00,De novo design - fine tuning - apply on APTH12 old run .Apr24,115200,28800,anatm,P264 - Product-CP (Chempass),ChemPass,4/1/24,,hamutal.e,Algo,
CHEM-956,66431,,CHEM-926,Closed,,100%,28/03/2024 00:00,De novo design - fine tuning - apply on APTH12 old run,86400,86400,anatm,P264 - Product-CP (Chempass),ChemPass,3/1/24,,hamutal.e,Algo,
CHEM-955,66401,,CHEM-936,Closed,,,28/03/2024 00:00,Novelty threshold,,0,robertoo,P274 - Product- Upkeep ChemPass ,ChemPass,3/1/24,,hamutal.e,Algo,
CHEM-953,66286,,AGPI-18,Closed,,,31/05/2024 00:00,Run DeepDock for 3rd fungicidal target / second model,,7200,hamutal.e,P24 - Fungicides (AgPlenus),ChemPass,4/1/24,,drorf,Product,
CHEM-952,66285,,,Closed,,,31/05/2024 00:00,Test MAY,,,drorf,P271 - CPB Upkeep Computational (CPB),MicroBoost,5/1/24,,drorf,Seed Bank,
CHEM-950,66283,,,Closed,,,31/05/2024 00:00,Test JUL,,,drorf,P271 - CPB Upkeep Computational (CPB),MicroBoost,7/1/24,,drorf,Seed Bank,
CHEM-949,66282,,,Closed,,,31/05/2024 00:00,Test AUG,,,drorf,P271 - CPB Upkeep Computational (CPB),MicroBoost,8/1/24,,drorf,Seed Bank,
CHEM-943,66212,,CHEM-934,Closed,,200%,21/03/2024 00:00,Novelty application on Dashboard,3600,7200,duduz,P264 - Product-CP (Chempass),ChemPass,3/1/24,,hamutal.e,Dev,
CHEM-942,66211,,CHEM-1001,Closed,,80%,18/03/2024 00:00,Foundation De Novo Model / GCP ,72000,57600,robertoo,P264 - Product-CP (Chempass),ChemPass,3/1/24,,hamutal.e,Algo,
CHEM-938,65901,,,Closed,,,14/03/2024 00:00,Shahaf test - will be deleted today,,,drorf,P000 - Out Of Office,AgSeed,5/1/24,,shahaftz,Algo,
